Address,Translated
"Atoyan Street Lane, Yerevan","Atoyan Street Lane, Yerevan"
"Լենինգրադյան փողոց 21/14, Երևան","Leningradyan Street 21/14, Yerevan"
"Moskovyan street 28, Yerevan","Moskovyan street 28, Yerevan"
"Arabkir 21-st Street, Yerevan","Arabkir 21-st Street, Yerevan"
"Amiryan Street 4/2, Yerevan","Amiryan Street 4/2, Yerevan"
"Զորավար Անդրանիկի փողոց, Yerevan","Zoravar Andranik Street, Yerevan"
"Yeznik Koghbaci Street, Երևան","Yeznik Koghbaci Street, Yerevan"
"Տիգրան Մեծ պողոտա 47/1, Երևան","Tigran Mets Avenue 47/1, Yerevan"
"Muracan St, Yerevan","Muracan St, Yerevan"
"Alek Manukyan Street, Yerevan","Alek Manukyan Street, Yerevan"
"Վարդանանց փողոց, Երևան","Vardanants Street, Yerevan"
"Hrant Shahinyan street 12, Yerevan","Hrant Shahinyan street 12, Yerevan"
"Byuzand Street 17, Yerevan","Byuzand Street 17, Yerevan"
"Artsakh avenue 6, Yerevan","Artsakh avenue 6, Yerevan"
"Zakian street, Yerevan","Zakian street, Yerevan"
"Avetik Isahakyan street 14, Yerevan","Avetik Isahakyan street 14, Yerevan"
"Պուշկինի փողոց, Երևան","Pushkin Street, Yerevan"
"Եզնիկ Կողբացու փողոց 2Ա, Երևան","2A Yeznik Koghbatsi Street, Yerevan"
"Պարոնյանի փողոց , Երևան","Paronyan Street, Yerevan"
"Sayat Nova avenue 19, Yerevan","Sayat Nova avenue 19, Yerevan"
"Վրացական փողոց, Երևան","Vratsakan Street, Yerevan"
"Avetik Isahakyan street, Yerevan","Avetik Isahakyan street, Yerevan"
"Marr street, Yerevan","Marr street, Yerevan"
"Karapet Ulnetsi Street 62/1, Yerevan","Karapet Ulnetsi Street 62/1, Yerevan"
"Aram Street 82/84, Yerevan","Aram Street 82/84, Yerevan"
"Muratsan Street, Yerevan","Muratsan Street, Yerevan"
"Անաստաս Միկոյանի փողոց 76, Երևան","76 Anastas Mikoyan Street, Yerevan"
"Արտեմ Միկոյան փողոց, Երևան","Artem Mikoyan Street, Yerevan"
"Վառլամ Ավանեսովի փողոց 6/1, Երևան","Varlam Avanesov Street 6/1, Yerevan"
"Moldovakan St 60, Yerevan","Moldovakan St 60, Yerevan"
"Նորքի այգիներ փողոց, Երևան","Nork Gardens Street, Yerevan"
"Rostom street, Yerevan","Rostom street, Yerevan"
"Estonakan street, Yerevan","Estonakan street, Yerevan"
"Hrachya Nersisyan street, Yerevan","Hrachya Nersisyan street, Yerevan"
"Պարույր Սևակի փողոց 1/1, Երևան","Paruyr Sevak Street 1/1, Yerevan"
"Անաստաս Միկոյանի փողոց, Երևան","Anastas Mikoyan Street, Yerevan"
"Գայի պողոտա 32, Երևան","32 Gay Avenue, Yerevan"
"Դավթաշեն 1-ին թաղամաս 9, Երևան","Davtashen 1st District 9, Yerevan"
"Arabkir 49-th street, Yerevan","Arabkir 49-th street, Yerevan"
"Deghatan street, Yerevan","Deghatan street, Yerevan"
"Nikoghayos Tigranyan street, Yerevan","Nikoghayos Tigranyan street, Yerevan"
"Կիևյան փողոց, Երևան","Kievyan Street, Yerevan"
"Davtashen 4th Block 11/91, Yerevan","Davtashen 4th Block 11/91, Yerevan"
"Սիսակյան փողոց, Երևան","Sisakyan Street, Yerevan"
"Sayat Nova avenu 37, Երևան","Sayat Nova Avenue 37, Yerevan"
"Գյուլբենկյան փողոց, Երևան","Gyulbenkyan Street, Yerevan"
"Արտաշատի խճուղու 1-ին նրբանցք 3, Երևան","3, 1st Lane, Artashat Highway, Yerevan"
"Արամ Խաչատրյան փողոց 16, Երևան","16 Aram Khachaturian Street, Yerevan"
"Mesrop Mashtots Avenue 9, Yerevan","Mesrop Mashtots Avenue 9, Yerevan"
"Եզնիկ Կողբացու փողոց 16, Yerevan","16 Yeznik Koghbatsi Street, Yerevan"
"Նանսենի նրբանցք 2, Երևան","Nansen Alley 2, Yerevan"
"Atoyan Street 7, Yerevan","Atoyan Street 7, Yerevan"
"Hrachya Acharyan Street 5, Yerevan","Hrachya Acharyan Street 5, Yerevan"
"Aram Street 86, Yerevan","Aram Street 86, Yerevan"
"Vrtanes Papazyan street 20, Yerevan","Vrtanes Papazyan street 20, Yerevan"
"Azatutyan avenue, Երևան","Azatutyan avenue, Yerevan"
"Tsitsernakaberd Highway 1/2, Yerevan","Tsitsernakaberd Highway 1/2, Yerevan"
"Komitas Avenue 48, Yerevan","Komitas Avenue 48, Yerevan"
"Ամիրյան փողոց, Երևան","Amiryan Street, Yerevan"
"2-й квартал Давташен, Ереван","2nd district Davtashen, Yerevan"
"Զավարյան փողոց, Երևան","Zavaryan Street, Yerevan"
"Arabkir 21st Street, Yerevan","Arabkir 21st Street, Yerevan"
"Կոմիտասի պողոտա, Yerevan","Komitas Avenue, Yerevan"
"Verin Shengavit 2nd street, Yerevan","Verin Shengavit 2nd street, Yerevan"
"Vazgen Sargsyan street 10, Yerevan","Vazgen Sargsyan street 10, Yerevan"
"Derenik Demirchyan street 17a, Yerevan","Derenik Demirchyan street 17a, Yerevan"
"9-րդ փողոց 57/8, Երևան","57/8 9th Street, Yerevan"
"Թումանյան փողոց, Երևան","Tumanyan Street, Yerevan"
"Переулок улицы Нансена, Ереван","Nansen Street Alley, Yerevan"
"Ծովակալ Իսակովի պողոտա 38, Երևան ","Admiral Isakov Avenue 38, Yerevan "
"Մոլդովական փողոց, Երևան","Moldovan Street, Yerevan"
"Tumanyan street 31, Երևան","Tumanyan street 31, Yerevan"
"Vardanants Street, Yerevan","Vardanants Street, Yerevan"
"Վերին Անտառային փողոց 138/6, Երևան","138/6 Upper Forest Street, Yerevan"
"Արտաշատի խճուղի, Երևան","Artashat Highway, Yerevan"
"Քուչակի փողոց 47, Երևան","47 Kuchak Street, Yerevan"
"Սարյան փողոց, Երևան","Saryan Street, Yerevan"
"Nikoghayos Adonts street 9, Yerevan","Nikoghayos Adonts street 9, Yerevan"
"Улица Ленинградян, Yerevan","Leningradyan street, Yerevan"
"Araratyan street, Yerevan","Araratyan street, Yerevan"
"Daniel Varujan street 6, Yerevan","Daniel Varujan street 6, Yerevan"
"Վահագն Դավթյանի փողոց, Երևան","Vahagn Davtyan Street, Yerevan"
"Հրաչյա Քոչարի փողոց, Երևան","Hrachya Kochar Street, Yerevan"
"Հակոբ Պարոնյանի փողոց, Երևան","Hakob Paronyan Street, Yerevan"
"Մանանդյանի փողոց, Երևան","Manandyan Street, Yerevan"
"Մանթաշյան փողոց, Երևան","Mantashyan Street, Yerevan"
"Ադմիրալ Իսակովի պողոտա, Երևան","Admiral Isakov Avenue, Yerevan"
"Երզնկյան փողոց 111/3, Երևան","111/3 Yerznkyan Street, Yerevan"
"Ara Sargsyan street, Yerevan","Ara Sargsyan street, Yerevan"
"Karapet Ulnetsi 3-rd deadlock 4, Yerevan","Karapet Ulnetsi 3-rd deadlock 4, Yerevan"
"Tbilisian Highway 2, Yerevan","Tbilisian Highway 2, Yerevan"
"Լենինգրադյան փողոց, Yerevan","Leningradyan Street, Yerevan"
"Tigran Mets Avenue 12, Yerevan","Tigran Mets Avenue 12, Yerevan"
"Komitas Avenue 16, Yerevan","Komitas Avenue 16, Yerevan"
"Улица Зоравар Андраника, Ереван","Zoravar Andranik Street, Yerevan"
"Վառլամ Ավանեսով փողոցի 2-րդ նրբանցք 8, Երևան","8, 2nd Lane, Varlam Avanesov Street, Yerevan"
"Argishti street 11/4, Երևան","Argishti street 11/4, Yerevan"
"Khorenatsi street 47/1, Yerevan","Khorenatsi street 47/1, Yerevan"
"Nor Aresh 22nd street, Yerevan","Nor Aresh 22nd street, Yerevan"
"Zakaria Sarkavag street, Yerevan","Zakaria Sarkavag street, Yerevan"
"Նիկողայոս Ադոնց փողոց 7, Երևան ","Nikoghayos Adonts Street 7, Yerevan "
"Tigran Mets Ave 48, Yerevan","Tigran Mets Ave 48, Yerevan"
"Նորաշեն թաղամաս 33, Երևան","Norashen district 33, Yerevan"
"Արամ Խաչատրյանի փողոց, Երևան","Aram Khachaturian Street, Yerevan"
"Khorenatsi St, Yerevan","Khorenatsi St, Yerevan"
"Хачатур Абовян 4-я улица 15, Ариндж","Khachatur Abovyan 4th street 15, Arinj"
"Զաքյան փողոցի 1-ին նրբանցք, Երևան","1st alley of Zakyan Street, Yerevan"
"Aram Street 64, Yerevan","Aram Street 64, Yerevan"
"Hrachya Acharyan street, Yerevan","Hrachya Acharyan street, Yerevan"
"Argishti street 11/4, Yerevan","Argishti street 11/4, Yerevan"
"Թամանյանի փողոց, Երևան","Tamanyan Street, Yerevan"
"Nor Aresh 15th street 5, Yerevan","Nor Aresh 15th street 5, Yerevan"
"Rafael Lemkin Street, Yerevan","Rafael Lemkin Street, Yerevan"
"Garegin Nzhdeh Street, Yerevan","Garegin Nzhdeh Street, Yerevan"
"Agayan street 7, Yerevan","Agayan street 7, Yerevan"
"Aleksandr Tamanyan Street 3, Yerevan","Aleksandr Tamanyan Street 3, Yerevan"
"Zakian street 8, Yerevan","Zakian street 8, Yerevan"
"Avan 4-th street 2nd lane 29, Yerevan","Avan 4-th street 2nd lane 29, Yerevan"
"Badal Muradyan street 1, Yerevan","Badal Muradyan street 1, Yerevan"
"Tigran Mets Avenue 18, Yerevan","Tigran Mets Avenue 18, Yerevan"
"Hakob Hakobyan Street 7, Yerevan","Hakob Hakobyan Street 7, Yerevan"
"Ավան-Առինջ 1-ին միկրոշրջան, Երևան","Avan-Arinj 1st microdistrict, Yerevan"
"Boryan street, Yerevan","Boryan street, Yerevan"
"Միքայել Նալբանդյանի փողոց 3, Երևան","3 Mikael Nalbandyan Street, Yerevan"
"Paronyan street, Երևան","Paronyan street, Yerevan"
"Դավթաշեն վարչական շրջան, Երևան","Davtashen administrative district, Yerevan"
"Surb Grigor Lusavorich Street 12, Yerevan","Surb Grigor Lusavorich Street 12, Yerevan"
"Artsakh avenue 1, Yerevan","Artsakh avenue 1, Yerevan"
"Karapet Ulnetsi street, Երևան","Karapet Ulnetsi street, Yerevan"
"Davit Anhaght Street 4, Yerevan","Davit Anhaght Street 4, Yerevan"
"Norashen District 37, Yerevan","Norashen District 37, Yerevan"
"Komitas Avenue 54/1, Yerevan","Komitas Avenue 54/1, Yerevan"
"Улица Люксембурга 16, Ереван","Luxemburg Street 16, Yerevan"
"Улица Грачья Ачаряна, Ереван","Hrachya Acharyan Street, Yerevan"
"Տիգրան Մեծի պողոտա 61, Yerevan","Tigran Mets Avenue 61, Yerevan"
"Գուսան Շերամի փողոց, Երևան","Gusan Sheram Street, Yerevan"
"Улица Наири Зарьяна 74, Ереван","74 Nairi Zaryana Street, Yerevan"
"Զորավար Անդրանիկի փողոց 108, Yerevan","108 Zoravar Andranik Street, Yerevan"
"Khanjyan Street 15, Yerevan","Khanjyan Street 15, Yerevan"
"Marshal Baghramyan avenue 21, Yerevan","Marshal Baghramyan avenue 21, Yerevan"
"4-я улица Давташена 26, Ереван","4th Davtashen Street 26, Yerevan"
"Միխայիլ Գլինկայի փողոց 6, Երևան","6 Mikhail Glinka Street, Yerevan"
"Aghbyur Serob street, Yerevan","Aghbyur Serob street, Yerevan"
"Սողոմոն Տարոնցի փողոց 22, Երևան","22 Soghomon Tarontsi Street, Yerevan"
"Улица Андраника Зоравара, Yerevan","Andranik Zoravar Street, Yerevan"
"Մելքումովի փողոց, Երևան","Melkumov Street, Yerevan"
"Gai avenue 2, Yerevan","Gai avenue 2, Yerevan"
"Paronyan street, Yerevan","Paronyan street, Yerevan"
"Լյուքսեմբուրգի փողոց, Երևան","Luxembourg Street, Yerevan"
"Totovents street 3/3, Yerevan","Totovents street 3/3, Yerevan"
"Silikyan new highway, Yerevan","Silikyan new highway, Yerevan"
"Nikol Duman Street, Yerevan","Nikol Duman Street, Yerevan"
"Մովսես Խորենացու փողոց, Երևան","Movses Khorenatsi Street, Yerevan"
"Victor Hambardzumyan Street, Yerevan","Victor Hambardzumyan Street, Yerevan"
"Shirvanzade street 3, Yerevan","Shirvanzade street 3, Yerevan"
"Այգեձորի փողոց 7a, Երևան","7a Aygedzor Street, Yerevan"
"Գրիբոյեդով փողոց, Երևան","Griboyedov Street, Yerevan"
"Kievyan street 5, Yerevan","Kievyan street 5, Yerevan"
"Улица Кристопора, Ереван","Kristopor Street, Yerevan"
"Մարշալ Բաղրամյան պողոտա, Երևան","Marshal Baghramyan Avenue, Yerevan"
"Kievyan street 8, Yerevan","Kievyan street 8, Yerevan"
"Ghapantsian street 4, Yerevan","Ghapantsian street 4, Yerevan"
"Sarkis Kasyan Street 12, Yerevan","Sarkis Kasyan Street 12, Yerevan"
"Улица Каджазнуни 6, Ереван","6 Kajaznuni Street, Yerevan"
"Улица Львовян 25, Ереван","Lvovyan street 25, Yerevan"
"Abovyan street 8, Yerevan","Abovyan street 8, Yerevan"
"Բաշինջաղյան փողոց, Yerevan","Bashinjaghyan Street, Yerevan"
"переулок улицы Налбандяна 15, Ереван","Nalbandyan street alley 15, Yerevan"
"Bagratunyats Avenue, Երևան","Bagratunyats Avenue, Yerevan"
"Խաղաղ Դոնի փողոց, Yerevan","Peaceful Don Street, Yerevan"
"Северный проспект 19/6, Ереван","Northern Avenue 19/6, Yerevan"
"Шоссе Нубарашен 5/5, Ереван","Highway Nubarashen 5/5, Yerevan"
"Saryan street 19, Երևան","Saryan street 19, Yerevan"
"Անտառային փողոց, Երևան","Forest Street, Yerevan"
"Nazaret Surenyan street, Yerevan","Nazaret Surenyan street, Yerevan"
"Սևակի փողոց, Երևան","Sevak Street, Yerevan"
"Տիգրան Մեծի պողոտա, Yerevan","Tigran Mets Avenue, Yerevan"
"Նալբանդյան փողոց, Երևան","Nalbandyan Street, Yerevan"
"Derenik Demirchyan street 21, Yerevan","Derenik Demirchyan street 21, Yerevan"
"Tumanyan street, Երևան","Tumanyan street, Yerevan"
"Nerqin Shengavit 11th street, Yerevan","Nerqin Shengavit 11th street, Yerevan"
"Գլինկայի փողոց, Երևան","Glinka Street, Yerevan"
"Teryan street 19, Yerevan","Teryan street 19, Yerevan"
"Meliq Meliqyan street 16, Yerevan","Meliq Meliqyan street 16, Yerevan"
"Victor Hambardzumyan Street 2, Yerevan","Victor Hambardzumyan Street 2, Yerevan"
"Tumanyan street 31, Yerevan","Tumanyan street 31, Yerevan"
"Galshoyan St 48, Yerevan","Galshoyan St 48, Yerevan"
"Byuzand Street 7, Yerevan","Byuzand Street 7, Yerevan"
"Frunze street 6/2, Yerevan","Frunze street 6/2, Yerevan"
"Գուսան Շերամի փողոց, Yerevan","Gusan Sherami Street, Yerevan"
"Komitas Avenue 26, Yerevan","Komitas Avenue 26, Yerevan"
"Moskovyan street 36, Yerevan","Moskovyan street 36, Yerevan"
"Nerqin Shengavit 11th street 1st deadlock 1, Երևան","Nerqin Shengavit 11th street 1st deadlock 1, Yerevan"
"Vardanants St 22, Yerevan","Vardanants St 22, Yerevan"
"Նիզամու փողոց, Երևան","Nizamu Street, Yerevan"
"Armen Tigranyan street, Yerevan","Armen Tigranyan street, Yerevan"
"Аван-Ариндж 2-й микрорайон, Ереван","Avan-Arinj 2nd microdistrict, Yerevan"
"Glinka Street 6, Yerevan","Glinka Street 6, Yerevan"
"Aygedzor street, Yerevan","Aygedzor street, Yerevan"
"Saryan street 20, Երևան","Saryan street 20, Yerevan"
"Vardanants Street 28, Yerevan","Vardanants Street 28, Yerevan"
"Թբիլիսյան խճուղի 3/17, Երևան","3/17 Tbilisi Highway, Yerevan"
"Viktor Hambardzumyan Street 14/4, Yerevan","Viktor Hambardzumyan Street 14/4, Yerevan"
"Nikoghayos Tigranyan Street Blind Alley, Yerevan","Nikoghayos Tigranyan Street Blind Alley, Yerevan"
"Sundukyan Street 27, Yerevan","Sundukyan Street 27, Yerevan"
"Arshakuniats Avenue 26, Yerevan","Arshakuniats Avenue 26, Yerevan"
"Aram Manukyan Street, Yerevan","Aram Manukyan Street, Yerevan"
"Улица Мелкумова 27/1, Ереван","Melkumova street 27/1, Yerevan"
"Դավիթ Մալյան փողոցի նրբանցք, Երևան","Alley of Davit Malyan Street, Yerevan"
"Abovyan street 26, Yerevan","Abovyan street 26, Yerevan"
"Vrtanes Papazyan street, Yerevan","Vrtanes Papazyan street, Yerevan"
"Lvovyan street 5, Yerevan","Lvovyan street 5, Yerevan"
"Ծովակալ Իսակովի պողոտա 36, Երևան","Admiral Isakov Avenue 36, Yerevan"
"Улица Сундукяна 15А, Ереван","Sundukyan street 15A, Yerevan"
"Տիգրան Մեծի պողոտա 36, Yerevan","Tigran Mets Avenue 36, Yerevan"
"Քաջազնունի փողոց, Երևան","Kajaznuni Street, Yerevan"
"Norashen block 37, Yerevan","Norashen block 37, Yerevan"
"Saryan street, Երևան","Saryan street, Yerevan"
"Byuzand Street 13, Yerevan","Byuzand Street 13, Yerevan"
"Улица Ованнеса Туманяна 32, Ереван","Hovhannes Tumanyan Street 32, Yerevan"
"Zoravar Andranik street 118, Yerevan","Zoravar Andranik street 118, Yerevan"
"Улица Фрика 2, Ереван","Frik Street 2, Yerevan"
"Улица Сарьяна 2, Yerevan","Saryana Street 2, Yerevan"
"Nelson Stepanyan street, Yerevan","Nelson Stepanyan street, Yerevan"
"Проспект Тиграна Меца 40, Yerevan","40 Tigran Metsa Avenue, Yerevan"
"Sharuri street, Yerevan","Sharuri street, Yerevan"
"Հին Երևանցու փողոց, Երևան","Old Yerevantsi Street, Yerevan"
"Tigran Petrosyan street 39, Yerevan","Tigran Petrosyan street 39, Yerevan"
"Minas Avetisyan 2nd street 15, Yerevan","Minas Avetisyan 2nd street 15, Yerevan"
"Bagrevand street 1, Yerevan","Bagrevand street 1, Yerevan"
"Բաղյան փողոցի 1-ին նրբանցք, Երևան","1st alley of Baghyan Street, Yerevan"
"Մարշալ Բաղրամյան պողոտա, Yerevan","Marshal Baghramyan Avenue, Yerevan"
"Ջուղայի փողոց, Երևան","Jugha Street, Yerevan"
"Hrachya Acharyan street 1st lane, Yerevan","Hrachya Acharyan street 1st lane, Yerevan"
"Avan-Arinj 1st micro, Yerevan","Avan-Arinj 1st micro, Yerevan"
"Gay Avenue, Yerevan","Gay Avenue, Yerevan"
"Գուսան Շերամի փողոց 19, Yerevan","Gusan Sherami Street 19, Yerevan"
"Shiraz St, Yerevan","Shiraz St, Yerevan"
"Mesrop Mashtots, Երևան","Mesrop Mashtots, Yerevan"
"Nikoghayos Adonts street 5, Yerevan","Nikoghayos Adonts street 5, Yerevan"
"Melkumov srteet, Yerevan","Melkumov srteet, Yerevan"
"Sayat Nova avenu, Երևան","Sayat Nova Avenue, Yerevan"
"Մարշալ Բաղրամյան պողոտա 70, Yerevan","70 Marshal Baghramyan Avenue, Yerevan"
"Jughayi street, Yerevan","Jughayi street, Yerevan"
"Աբովյան փողոց, Երևան","Abovyan Street, Yerevan"
"Moldovakan St, Yerevan","Moldovakan St, Yerevan"
"Komitas Avenue 9, Yerevan","Komitas Avenue 9, Yerevan"
"Улица Зоравар Андраника 16, Ереван","Zoravar Andranik Street 16, Yerevan"
"Улица Мелкумова 54/5, Ереван","Melkumova street 54/5, Yerevan"
"Sose 2-nd Lane 8, Yerevan","Sose 2-nd Lane 8, Yerevan"
"Nor Aresh 11th street 72, Yerevan","Nor Aresh 11th street 72, Yerevan"
"Նաիրի Զարյան փողոց, Երևան","Nairi Zaryan Street, Yerevan"
"Marshal Baghramyan 3rd Backstreet, Yerevan","Marshal Baghramyan 3rd Backstreet, Yerevan"
"Улица Никогаоса Адонца, Ереван","Nikohaos Adonts Street, Yerevan"
"Luxemburg street, Yerevan","Luxemburg street, Yerevan"
"Pushkin Street 38, Yerevan","Pushkin Street 38, Yerevan"
"Vahagn Davtian Street, Yerevan","Vahagn Davtian Street, Yerevan"
"Raffi street 35, Yerevan","Raffi street 35, Yerevan"
"Վաղարշ Վաղարշյան փողոց 24/6, Երևան","Vagharsh Vagharshyan Street 24/6, Yerevan"
"Նոր Արեշ 2-րդ փողոց 16/1, Երևան","16/1, New Aresh 2nd Street, Yerevan"
"Tolbukhin street, Yerevan","Tolbukhin street, Yerevan"
"Gevorg Chaush street 14/3, Yerevan","Gevorg Chaush street 14/3, Yerevan"
"Mesrop Mashtots Avenue 53, Yerevan","Mesrop Mashtots Avenue 53, Yerevan"
"Արշակունյաց պողոտա, Երևան","Arshakunyats Avenue, Yerevan"
"Ձորափի փողոց, Երևան","Dzorap Street, Yerevan"
"Vratsakan street, Yerevan","Vratsakan street, Yerevan"
"Pavstos Buzand Street, Yerevan","Pavstos Buzand Street, Yerevan"
"Վահրամ Փափազյան փողոց 118/1, Երևան","118/1 Vahram Papazyan Street, Yerevan"
